"('DET', 'NC', 'CC', 'DET', 'NC')",1752343
"('NC', 'CC', 'NC')",799459
"('ADJ', 'CC', 'ADJ')",432701
"('V', 'CC', 'V')",216648
"('P', 'NC', 'CC', 'P', 'NC')",222462
"('VPP', 'CC', 'VPP')",114767
